"臓器","分類","項目名","UID","H28対応項目","H28表記","修正提案(20220302)","査読コメント(20220302)","削除項目","追加項目","メモ","査読への返答","A","B","C","D","E","F","G","H","I"
"消化器系","症候","食思<欲>不振","JlAKpkU","D-07-03-02-01,D-07-03-02-02,D-07-03-02-03,D-07-03-02-04,D-07-03-02-05,D-07-03-02-06,D-07-03-02-07","黄疸,腹痛,悪心・嘔吐,食思(欲)不振,便秘・下痢・血便,吐血・下血,腹部膨隆（腹水を含む）・膨満・腫瘤","","","","","","","","","","","","","","",""
"消化器系","症候","便秘","JlAKpkY","D-07-03-02-01,D-07-03-02-02,D-07-03-02-03,D-07-03-02-04,D-07-03-02-05,D-07-03-02-06,D-07-03-02-07","黄疸,腹痛,悪心・嘔吐,食思(欲)不振,便秘・下痢・血便,吐血・下血,腹部膨隆（腹水を含む）・膨満・腫瘤","","","","","","","","","","","","","","",""
"消化器系","症候","下痢","JlAKpkc","D-07-03-02-01,D-07-03-02-02,D-07-03-02-03,D-07-03-02-04,D-07-03-02-05,D-07-03-02-06,D-07-03-02-07","黄疸,腹痛,悪心・嘔吐,食思(欲)不振,便秘・下痢・血便,吐血・下血,腹部膨隆（腹水を含む）・膨満・腫瘤","","","","","","","","","","","","","","",""
"消化器系","症候","吐血","JlAKpkg","D-07-03-02-01,D-07-03-02-02,D-07-03-02-03,D-07-03-02-04,D-07-03-02-05,D-07-03-02-06,D-07-03-02-07","黄疸,腹痛,悪心・嘔吐,食思(欲)不振,便秘・下痢・血便,吐血・下血,腹部膨隆（腹水を含む）・膨満・腫瘤","","","","","","","","","","","","","","",""
"消化器系","症候","下血","JlAKpkk","D-07-03-02-01,D-07-03-02-02,D-07-03-02-03,D-07-03-02-04,D-07-03-02-05,D-07-03-02-06,D-07-03-02-07","黄疸,腹痛,悪心・嘔吐,食思(欲)不振,便秘・下痢・血便,吐血・下血,腹部膨隆（腹水を含む）・膨満・腫瘤","","","","","","","","","","","","","","",""
"消化器系","症候","腹部膨隆・腫瘤","JlAKpko","D-07-03-02-01,D-07-03-02-02,D-07-03-02-03,D-07-03-02-04,D-07-03-02-05,D-07-03-02-06,D-07-03-02-07","黄疸,腹痛,悪心・嘔吐,食思(欲)不振,便秘・下痢・血便,吐血・下血,腹部膨隆（腹水を含む）・膨満・腫瘤","","","","","","","","","","","","","","",""
"消化器系","症候","黄疸","JlAKpks","D-07-03-02-01,D-07-03-02-02,D-07-03-02-03,D-07-03-02-04,D-07-03-02-05,D-07-03-02-06,D-07-03-02-07","黄疸,腹痛,悪心・嘔吐,食思(欲)不振,便秘・下痢・血便,吐血・下血,腹部膨隆（腹水を含む）・膨満・腫瘤","","","","","","","","","","","","","","",""
"消化器系","症候","胸やけ","JlAKpkw","D-07-03-01-01,D-07-03-01-02","肝腫大をきたす疾患を列挙し、その病態生理を説明できる。,肝腫大のある患者における医療面接、診察と診断の要点を説明できる。","","","","②胸やけ","","","","","","","","","","",""
"消化器系","症候","肝腫大","JlAKpk0","D-07-03-01-01,D-07-03-01-02","肝腫大をきたす疾患を列挙し、その病態生理を説明できる。,肝腫大のある患者における医療面接、診察と診断の要点を説明できる。","","","","②胸やけ","","","","","","","","","","",""
"消化器系","検査方法","肝炎ウイルス検査","JlAKpk4","D-07-02-na-01","代表的な肝炎ウイルス検査の検査項目を列挙し、その意義を説明できる。","","","","","","","","","","","","","","",""
"消化器系","検査方法","腫瘍マーカー（AFP・ CEA・ CA 19-9・ PIVKA-Ⅱなど）","JlAKpk8","D-07-02-na-02","消化器関連の代表的な腫瘍マーカー（α-fetoprotein <AFP>、 carcinoembryonic antigen <CEA>、carbohydrate antigen <CA> 19-9、protein induced by vitamin K absence or antagonists <PIVKA>-II）の意義を説明できる。","","","","","検査のフルスペルを略語のみへ簡素化","","","","","","","","","",""
"消化器系","検査方法","画像検査（単純エックス線撮影・CT・MRI）","JlAKplA","D-07-02-na-03","消化器系疾患の画像検査を列挙し、その適応と異常所見を説明し、結果を解釈できる。","X線","","","","","","","","","","","","","",""
"消化器系","検査方法","内視鏡検査","JlAKplE","D-07-02-na-04","消化器内視鏡検査から得られる情報を説明できる。","","","","","","","","","","","","","","",""
"消化器系","検査方法","生検、細胞診","JlAKplI","D-07-02-na-05","生検と細胞診の意義と適応を説明できる。","","","","","","","","","","","","","","",""
"消化器系","特異的治療法","経管・経腸栄養","JlAKplM","","","","","","新規追加","","","","","","","","","","",""
"消化器系","特異的治療法","内視鏡治療（止血・凝固・クリッピング・硬化療法など）","JlAKplQ","","","","","","新規追加","","","","","","","","","","",""
"消化器系","特異的治療法","血管内治療（動脈塞栓術など）","JlAKplU","","","","","","新規追加","","","","","","","","","","",""
"消化器系","疾患・病態","食道疾患：食道・胃静脈瘤、胃食道逆流症(gastroesophageal reflux disease <GERD>)、逆流性食道炎、Mallory-Weiss 症候群、食道アカラシア","JlAKplY","D-07-04-01-01,D-07-04-01-02, D-07-04-01-03","食道・胃静脈瘤の病態生理、内視鏡分類と治療を説明できる。,胃食道逆流症(gastroesophageal reflux disease <GERD>)と逆流性食道炎の病態生理、症候と診断を説明できる。,Mallory-Weiss症候群を概説できる。","略語","","","食道アカラシアを新規追加","","","","","","","","","","",""
"消化器系","疾患・病態","胃・十二指腸疾患：消化性潰瘍（胃潰瘍・十二指腸潰瘍)、Helicobacter pylori 感染症、胃ポリープ、急性胃粘膜病変、急性胃腸炎、慢性胃炎、胃切除後症候群、機能性消化管障害（機能性ディスペプシア(functional dyspepsia<FD>)）、肥厚性幽門狭窄症、胃アニサキス症","JlAKplc","D-07-04-02-01, D-07-04-02-02, D-07-04-02-03, D-07-04-02-04, D-07-04-02-05, D-07-04-02-06, D-07-04-02-07, D-07-04-02-08","胃潰瘍、十二指腸潰瘍 (消化性潰瘍) の病因、症候、進行度分類、診断と治療を説明できる。,Helicobacter pylori感染症の診断と治療を説明できる。,胃ポリープの病理と肉眼分類を説明できる。,急性胃粘膜病変の概念、診断と治療を説明できる。,急性胃腸炎、慢性胃炎を概説できる。,胃切除後症候群の病態生理を説明できる。,機能性消化管障害（機能性ディスペプシア(functional dyspepsia <FD>)）を説明できる。,肥厚性幽門狭窄症を概説できる。","","","","胃アニサキス症を新規追加","","","","","","","","","","",""
"消化器系","疾患・病態","小腸・大腸疾患：急性虫垂炎、腸閉塞、炎症性腸疾患（潰瘍性大腸炎・Crohn 病）、痔核・痔瘻、機能性消化管障害（過敏性腸症候群）、腸管憩室症（大腸憩室炎・大腸憩室出血）、薬物性腸炎、消化管ポリポーシス、先天性疾患(鎖肛・Hirschsprung 病)、腸重積症、便秘症、感染性腸炎、乳児下痢症、虚血性大腸炎、急性出血性直腸潰瘍、上腸間膜動脈閉塞症","JlAKplg","D-07-04-03-01, D-07-04-03-02, D-07-04-03-03, D-07-04-03-04, D-07-04-03-05, D-07-04-03-06, D-07-04-03-07, D-07-04-03-08, D-07-04-03-09,D-07-04-03-10,D-07-04-03-11,D-07-04-03-12,D-07-04-03-13,D-07-04-03-14,D-07-04-03-15,D-07-04-03-16,D-07-04-03-17","急性虫垂炎の症候、診断と治療を説明できる。,腸閉塞とイレウスの病因、症候、診断と治療を説明できる。,炎症性腸疾患（潰瘍性大腸炎・Crohn病）の病態生理、症候、診断と治療を説明できる。,痔核と痔瘻の病態生理、症候と診断を説明できる。,機能性消化管障害（過敏性腸症候群）を概説できる。,腸管憩室症（大腸憩室炎と大腸憩室出血）を概説できる。,薬物性腸炎を概説できる。,消化管ポリポーシスを概説できる。,大腸の主な先天性疾患（鎖肛、Hirschsprung病）を概説できる。,腸重積症を概説できる。,便秘症、乳児下痢症を説明できる。,感染性腸炎を概説できる。,虚血性大腸炎を概説できる。,急性出血性直腸潰瘍を概説できる。,上腸間膜動脈閉塞症を概説できる。,消化管神経内分泌腫瘍(neuroendocrine tumor <NET>)を概説できる。,消化管間質腫瘍(gastrointestinal stromal tumor <GIST>)を概説できる。","","","D-07-04-03-16,,D-07-04-03-17","","NET, GIST削除","","","","","","","","","",""
"消化器系","疾患・病態","胆道疾患：胆石症、胆嚢炎、胆管炎、胆嚢ポリープ、先天性胆道拡張症、膵・胆管合流異常症","JlAKplk","D-07-04-04-01,D-07-04-04-02,D-07-04-04-03,D-07-04-04-04","胆石症の病因、症候、診断と治療を説明できる。,胆嚢炎と胆管炎の病因、病態生理、症候、診断、合併症と治療を説明できる。,胆嚢ポリープを概説できる。,先天性胆道拡張症と膵・胆管合流異常症を概説できる。","","","","","","","","","","","","","","",""
"消化器系","疾患・病態","肝疾患：肝炎（A 型・B 型・C 型・D 型・E 型）、肝炎（急性・慢性・劇症型）、肝硬変および合併症(門脈圧亢進症・肝性脳症・肝癌)、アルコール性肝障害、薬物性肝障害、肝膿瘍、原発性胆汁性肝硬変、原発性硬化性胆管炎、自己免疫性肝炎、脂肪肝","JlAKplo","D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,急性肝炎、慢性肝炎の定義を説明できる。,急性肝不全の概念、診断を説明できる。,肝硬変の病因、病理、症候、診断と治療を説明できる。,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,アルコール性肝障害を概説できる。,薬物性肝障害を概説できる。,肝膿瘍の症候、診断と治療を説明できる。,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,自己免疫性肝炎を概説できる。,脂肪性肝疾患を概説できる。,脂肪性肝疾患を概説できる。","","","","","肝炎の表記方法を修正","","","","","","原発性胆汁性肝硬変→原発性胆汁性胆管炎","","","",""
"消化器系","疾患・病態","膵臓疾患：急性膵炎（アルコール性・胆石性・特発性）、慢性膵炎（アルコール性・特発性）、自己免疫性膵炎","JlAKpls","D-07-04-06-01,D-07-04-06-02,D-07-04-06-03","急性膵炎（アルコール性、胆石性、特発性）の病態生理、症候、診断と治療を説明できる。,慢性膵炎（アルコール性、特発性）の病態生理、症候、診断、合併症と治療を説明できる。,自己免疫性膵炎を概説できる。","","","","","","","","","","","","","","",""
"消化器系","疾患・病態","腹膜・腹壁・横隔膜疾患：腹膜炎、ヘルニア（滑脱・嵌頓・絞扼）、鼠径部ヘルニア","JlAKplw","D-07-04-07-01,D-07-04-07-02,D-07-04-07-03","腹膜炎の病因、症候、診断と治療を説明できる。,ヘルニアの概念、病態（滑脱、嵌頓、絞扼）と好発部位を説明できる。,鼠径部ヘルニアの病因、病態、診断と治療を説明できる。","","","","","","","","","","","","","","",""
"消化器系","疾患・病態","腫瘍性疾患：　※腫瘍の項目を参照","JlAKpl0","D-07-04-08-01,D-07-04-08-02,D-07-04-08-03,D-07-04-08-04,D-07-04-08-05,D-07-04-08-06,D-07-04-08-07,D-07-04-08-08,D-07-04-08-09,D-07-04-08-10,D-07-04-08-11,D-07-04-08-12","食道癌の病理所見、肉眼分類と進行度分類を説明できる。,食道癌の症候、診断、治療と予後を説明できる。,胃癌の疫学、病理所見、症候、肉眼分類と進行度分類を説明できる。,胃癌の診断法を列挙し、所見とその意義を説明できる。,胃癌の進行度に応じた治療を概説できる。,大腸癌の病理所見、診断、肉眼分類と進行度分類を説明できる。,大腸癌の症候、診断、治療を説明できる。,胆嚢・胆管癌・乳頭部癌の病理所見、症候、診断と治療を説明できる。,原発性肝癌、転移性肝癌の病因、病理所見、症候、診断と治療を説明できる。,膵癌の病理所見、症候、診断と治療を説明できる。,嚢胞性膵腫瘍の分類と病理所見を説明できる。,腹膜中皮腫、消化管間質腫瘍<GIST>、消化管カルチノイドを概説できる。","削除","","D-07-04-08-01,D-07-04-08-02,D-07-04-08-03,D-07-04-08-04,D-07-04-08-05,D-07-04-08-06,D-07-04-08-07,D-07-04-08-08,D-07-04-08-09,D-07-04-08-10,D-07-04-08-11,D-07-04-08-12","","腫瘍へ","","","","","","","","","",""
