"index","第1層（大項目）","第2層（中項目）","第3層（小項目）","第4層（細小項目）","第5層（学修目標）"
606.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-5 循環器系","D-5-4) 疾患","D-5-4)-(10) 低血圧症","①低血圧の原因疾患、病態生理、症候、診断、予後、治療を説明できる。"
607.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-5 循環器系","D-5-4) 疾患","D-5-4)-(10) 低血圧症","②起立性低血圧、神経調節性失神の診断、予後、治療を説明できる。"
608.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-5 循環器系","D-5-4) 疾患","D-5-4)-(11) 腫瘍性疾患","①粘液腫の定義と病態、症候、検査所見、画像所見、病理所見、診断、治療法を説明できる。"
609.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-1) 構造と機能","なし","①気道の構造、肺葉・肺区域と肺門の構造を説明できる。"
610.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-1) 構造と機能","なし","②肺循環と体循環の違いを説明できる。"
611.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-1) 構造と機能","なし","③縦隔と胸膜腔の構造を説明できる。"
612.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-1) 構造と機能","なし","④呼吸筋と呼吸運動の機序を説明できる。"
613.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-1) 構造と機能","なし","⑤肺気量分画、換気、死腔（換気力学（胸腔内圧、肺コンプライアンス、抵抗、クロージングボリューム(closing volume)））を説明できる。"
614.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-1) 構造と機能","なし","⑥肺胞におけるガス交換と血流の関係を説明できる。"
615.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-1) 構造と機能","なし","⑦肺の換気と血流（換気血流比）が動脈血ガスにおよぼす影響（肺胞気-動脈血酸素分圧較差(alveolar-arterial oxygen difference <A-aDO2>)）を説明できる。"
616.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-1) 構造と機能","なし","⑧呼吸中枢を介する呼吸調節の機序を説明できる。"
617.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-1) 構造と機能","なし","⑨血液による酸素 と二酸化炭素 の運搬の仕組みを説明できる。"
618.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-1) 構造と機能","なし","⑩気道と肺の防御機構（免疫学的・非免疫学的）と代謝機能を説明できる。"
619.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-2) 診断と検査の基本","なし","①単純エックス線撮影、コンピュータ断層撮影<CT>、磁気共鳴画像法<MRI>、及び核医学検査（ポジトロン断層法(positron emission tomography <PET>)検査を含む）等の画像検査の意義を説明できる。"
620.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-2) 診断と検査の基本","なし","②気管支内視鏡検査の意義を説明できる。"
621.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-2) 診断と検査の基本","なし","③喀痰検査（喀痰細胞診、喀痰培養）の意義を説明できる。"
622.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-3) 症候","D-6-3)-(1) 喘鳴","①喘鳴の発生機序と原因疾患を説明できる。"
623.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-3) 症候","D-6-3)-(2) その他の症候","①胸水"
624.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-3) 症候","D-6-3)-(2) その他の症候","②胸痛・胸部圧迫感"
625.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-3) 症候","D-6-3)-(2) その他の症候","③呼吸困難・息切れ"
626.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-3) 症候","D-6-3)-(2) その他の症候","④咳・痰"
627.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-3) 症候","D-6-3)-(2) その他の症候","⑤血痰・喀血"
628.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(1) 呼吸不全、低酸素血症と高二酸化炭素血症","①呼吸不全の定義、分類、病態生理と主な病因を説明できる。"
629.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(1) 呼吸不全、低酸素血症と高二酸化炭素血症","②低酸素血症と高二酸化炭素血症の病因、分類と診断を説明し、治療を概説できる。"
630.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(2) 呼吸器感染症","①急性上気道感染症（かぜ症候群）と扁桃炎の病因、診断と治療を説明できる。"
631.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(2) 呼吸器感染症","②気管支炎・細気管支炎・肺炎（定型肺炎、非定型肺炎）の主な病原体を列挙し、症候、診断と治療を説明できる。"
632.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(2) 呼吸器感染症","③肺結核症と肺真菌症の症候、診断、治療と届出手続を説明できる。"
633.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(2) 呼吸器感染症","④非結核性（非定型）抗酸菌症を概説できる。"
634.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(2) 呼吸器感染症","⑤誤嚥性肺炎の発生機序とその予防法を説明できる。"
635.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(2) 呼吸器感染症","⑥クループ症候群と急性喉頭蓋炎の病因、診断と治療を説明できる。"
636.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(2) 呼吸器感染症","⑦肺化膿症と膿胸を概説できる。"
637.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(3) 閉塞性換気障害・拘束性換気障害をきたす肺疾患","①慢性閉塞性肺疾患(chronic obstructive pulmonary disease <COPD>)の病因を列挙できる。"
638.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(3) 閉塞性換気障害・拘束性換気障害をきたす肺疾患","②慢性閉塞性肺疾患<COPD>の病因、診断、治療、呼吸器リハビリテーションを説明できる。"
639.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(3) 閉塞性換気障害・拘束性換気障害をきたす肺疾患","③気管支喘息（小児喘息を含む）の病態生理、診断と治療を説明できる。"
640.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(3) 閉塞性換気障害・拘束性換気障害をきたす肺疾患","④間質性肺炎（特発性、膠原病及び血管炎関連性）の病態、診断と治療を説明できる。"
641.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(3) 閉塞性換気障害・拘束性換気障害をきたす肺疾患","⑤びまん性汎細気管支炎を概説できる。"
642.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(3) 閉塞性換気障害・拘束性換気障害をきたす肺疾患","⑥放射線肺炎を概説できる。"
643.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(3) 閉塞性換気障害・拘束性換気障害をきたす肺疾患","⑦じん肺症（珪肺(silicosis)、石綿肺(asbestosis)）を概説できる。"
644.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(4) 肺循環障害","①肺性心の病因、診断と治療を説明できる。"
645.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(4) 肺循環障害","②急性呼吸促(窮)迫症候群(acute respiratory distress syndrome <ARDS>)の病因、症候と治療を説明できる。"
646.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(4) 肺循環障害","③肺血栓塞栓症の病因、診断と治療を説明できる。"
647.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(4) 肺循環障害","④肺高血圧症を概説できる。"
648.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(5) 免疫学的機序による肺疾患","①過敏性肺炎の病因、症候と診断を説明できる。"
649.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(5) 免疫学的機序による肺疾患","②サルコイドーシスの症候、診断と治療を説明できる。"
650.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(5) 免疫学的機序による肺疾患","③好酸球性肺炎を概説できる。"
651.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(5) 免疫学的機序による肺疾患","④薬剤性肺炎を概説できる。"
652.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(6) 異常呼吸","①過換気症候群を概説できる。"
653.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(6) 異常呼吸","②睡眠時無呼吸症候群を概説できる。"
654.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(6) 異常呼吸","③肺胞低換気症候群を概説できる。"
655.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(7) 気管支拡張症とその他の肺疾患","①気管支拡張症の症候、診断と治療を説明できる。"
656.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(7) 気管支拡張症とその他の肺疾患","②無気肺の病因と診断を説明できる。"
657.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(7) 気管支拡張症とその他の肺疾患","③新生児呼吸促迫症候群の症候、病態、診断と治療を説明できる。"
658.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(7) 気管支拡張症とその他の肺疾患","④肺リンパ脈管筋腫症を概説できる。"
659.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(7) 気管支拡張症とその他の肺疾患","⑤肺胞タンパク症を概説できる。"
660.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(8) 胸膜・縦隔疾患","①胸膜炎の病因、症候、診断と治療を説明できる。"
661.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(8) 胸膜・縦隔疾患","②気胸（自然気胸、緊張性気胸、外傷性気胸）の病因、症候、診断と治療を説明できる。"
662.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(8) 胸膜・縦隔疾患","③縦隔気腫の病因、症候と診断を説明できる。"
663.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(8) 胸膜・縦隔疾患","④胸膜生検の適応を説明できる。"
664.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-6 呼吸器系","D-6-4) 疾患","D-6-4)-(9) 腫瘍性疾患","①肺癌の組織型、病期分類、病理所見、診断、治療を説明できる。"
